,lon,lat,Year,geometry,lon_m,lat_m
940GZZLUFBY,-0.195422,51.480081,1880.0,POINT (-0.195422 51.480081),525409.322436932,177224.1086961283
940GZZLUFCN,-0.105054,51.520214,1863.0,POINT (-0.105054 51.520214),531568.5316784931,181845.4329008223
940GZZLUFLP,0.091004,51.595618,1948.0,POINT (0.091004 51.595618),544930.173630516,190600.9340761585
940GZZLUFPK,-0.105876,51.564778,1906.0,POINT (-0.105876 51.564778),531383.1771533717,186799.5652359604
940GZZLUFYC,-0.192527,51.600921,1940.0,POINT (-0.192527 51.600921),525278.232066794,190666.80983860738
940GZZLUFYR,-0.179845,51.546825,1879.0,POINT (-0.179845 51.546825),526306.2630788825,184672.93998610805
940GZZLUGBY,-0.275276,51.491745,1877.0,POINT (-0.275276 51.491745),519833.987830338,178387.58813701017
940GZZLUGDG,-0.134361,51.520599,1907.0,POINT (-0.134361 51.520599),529534.2755092096,181836.01124327228
940GZZLUGFD,-0.345789,51.542657,1947.0,POINT (-0.345789 51.542657),514810.97419599496,183936.32851881953
940GZZLUGGH,0.092066,51.613378,1948.0,POINT (0.092066 51.613378),544947.1813836012,192577.9430817258
940GZZLUGGN,-0.194039,51.572259,1907.0,POINT (-0.194039 51.572259),525252.298566351,187476.89031056617
940GZZLUGHK,-0.226715,51.502005,1914.0,POINT (-0.226715 51.502005),523177.3887829136,179609.0282257552
940GZZLUGPK,-0.142787,51.506947,1906.0,POINT (-0.142787 51.506947),528988.2745167756,180303.0247205441
940GZZLUGPS,-0.144262,51.52384,1863.0,POINT (-0.144262 51.52384),528838.256749784,182178.95147584588
940GZZLUGTH,0.066185,51.576544,1947.0,POINT (0.06618499999999999 51.576544),543271.1911641792,188431.00688007695
940GZZLUGTR,-0.182658,51.494316,1868.0,POINT (-0.182658 51.494316),526256.3140334528,178828.9877949087
940GZZLUHAI,-0.103538,51.546269,1968.0,POINT (-0.103538 51.546269),531598.5671540112,184745.51517841814
940GZZLUHAW,-0.334896,51.592216,1917.0,POINT (-0.334896 51.592216),515440.839682882,189464.67164618295
940GZZLUHBN,-0.120475,51.51758,1906.0,POINT (-0.120475 51.51758),530506.2312365255,181524.94465955166
940GZZLUHBT,-0.194298,51.650541,1940.0,POINT (-0.194298 51.650541),525019.2346799788,196181.84948035283
940GZZLUHCH,0.219116,51.554093,1902.0,POINT (0.219116 51.554093),553943.1180890403,186244.98416888656
940GZZLUHCL,-0.226424,51.583301,1923.0,POINT (-0.226424 51.583301),522978.2709322234,188649.8398096768
940GZZLUHGD,-0.449828,51.553715,1923.0,POINT (-0.449828 51.553715),507570.5619035587,185008.02268436918
940GZZLUHGR,-0.292704,51.530177,1947.0,POINT (-0.292704 51.530177),518524.4072356513,182633.01802012138
940GZZLUHGT,-0.145857,51.577532,1941.0,POINT (-0.145857 51.577532),528576.2375178983,188146.83514279424
940GZZLUHLT,0.093482,51.603659,1948.0,POINT (0.093482 51.603659),545076.1778033457,191500.00008464698
940GZZLUHNX,-0.423191,51.466747,1975.0,POINT (-0.423191 51.466747),509625.58788589266,175376.19652586395
940GZZLUHOH,-0.337226,51.579197,1880.0,POINT (-0.337226 51.579197),515312.3947101723,188013.23222172074
940GZZLUHPC,-0.152441,51.503035,1906.0,POINT (-0.152441 51.503035),528329.3225574257,179851.05120561202
940GZZLUHPK,-0.205679,51.507143,1900.0,POINT (-0.205679 51.507143),524623.3369889696,180215.95851775404
940GZZLUHR4,-0.446419,51.458837,1999.0,POINT (-0.446419 51.458837),508030.8419187698,174462.06217799208
940GZZLUHR5,-0.489556,51.471569,1999.0,POINT (-0.489556 51.471569),505004.927464328,175815.18229016743
940GZZLUHRC,-0.454037,51.471618,1977.0,POINT (-0.454037 51.471618),507471.64688964566,175872.13422694936
940GZZLUHSC,-0.223619,51.492304,1864.0,POINT (-0.223619 51.492304),523418.45320415415,178535.46607934881
940GZZLUHSD,-0.223619,51.492304,1864.0,POINT (-0.223619 51.492304),523418.45320415415,178535.46607934881
940GZZLUHSK,-0.192792,51.501055,1868.0,POINT (-0.192792 51.501055),525534.3569822023,179560.96321239666
940GZZLUHSN,-0.257774,51.536305,1917.0,POINT (-0.257774 51.536305),520930.9481000317,183371.5492259739
940GZZLUHTD,-0.177464,51.556239,1907.0,POINT (-0.177464 51.556239),526445.2637423181,185723.9146673747
940GZZLUHWC,-0.366578,51.471295,1886.0,POINT (-0.366578 51.471295),513546.55901898135,175968.15099646075
940GZZLUHWE,-0.356474,51.473213,1909.0,POINT (-0.356474 51.473213),514243.5079076824,176197.14362029854
940GZZLUHWT,-0.386544,51.473469,1884.0,POINT (-0.386544 51.473469),512154.56129681086,176179.15226286172
940GZZLUHWY,-0.113244,51.552697,1906.0,POINT (-0.113244 51.552697),530907.1611727767,185442.90772309835
940GZZLUICK,-0.442001,51.561992,1905.0,POINT (-0.442001 51.561992),508093.58052954247,185940.01583651773
940GZZLUKBN,-0.204248,51.547183,1879.0,POINT (-0.204248 51.547183),524613.305546216,184670.9352739881
940GZZLUKBY,-0.27879,51.584845,1932.0,POINT (-0.27879 51.584845),519346.38642954174,188734.96142513602
940GZZLUKEN,-0.316946,51.581786,1917.0,POINT (-0.316946 51.581786),516710.8963080767,188333.27583992464
940GZZLUKNB,-0.160508,51.501669,1906.0,POINT (-0.160508 51.501669),527773.2846359944,179685.05022721883
940GZZLUKNG,-0.105963,51.488337,1890.0,POINT (-0.105963 51.488337),531597.2333131363,178299.06139687513
940GZZLUKOY,-0.210502,51.496156,1864.0,POINT (-0.210502 51.496156),524318.5299725563,178985.988950993
940GZZLUKPK,-0.194232,51.534979,1915.0,POINT (-0.194232 51.534979),525341.2763898919,183330.9154020716
940GZZLUKSH,-0.140545,51.550409,1907.0,POINT (-0.140545 51.550409),529020.9776398275,185140.00307470217
940GZZLUKSL,-0.22505,51.530545,1916.0,POINT (-0.22505 51.530545),523215.92367032333,182785.54541166243
940GZZLUKWG,-0.285148,51.477069,1877.0,POINT (-0.285148 51.477069),519186.8952522795,176739.506207699
940GZZLULAD,-0.210391,51.517449,1864.0,POINT (-0.210391 51.517449),524268.30589874997,181354.00301209878
940GZZLULBN,-0.112315,51.498808,1906.0,POINT (-0.112315 51.498808),531126.2263266243,179452.05633998103
940GZZLULGN,0.055476,51.641443,1948.0,POINT (0.055476 51.641443),542326.2066197554,195626.948689065
940GZZLULGT,-0.175494,51.511723,1900.0,POINT (-0.175494 51.511723),526705.3236339588,180777.04235558643
940GZZLULNB,-0.086807,51.505881,1900.0,POINT (-0.086807 51.505881),532876.0915098002,180284.53834012168
940GZZLULRD,-0.217799,51.513389,1868.0,POINT (-0.217799 51.513389),523765.342309588,180889.97947309684
940GZZLULSQ,-0.128426,51.511386,1906.0,POINT (-0.128426 51.511386),529972.2246804344,180822.02976888564
940GZZLULVT,-0.083162,51.51794,1875.0,POINT (-0.083162 51.51794),533093.8996259243,181632.1341920331
940GZZLULYN,-0.005523,51.556589,1947.0,POINT (-0.005523 51.556589),538363.0931739992,186073.9099016841
940GZZLULYS,0.008194,51.568324,1947.0,POINT (0.008194 51.568324),539278.1294195319,187404.902059899
940GZZLUMBA,-0.158953,51.513424,1900.0,POINT (-0.158953 51.513424),527848.3071539168,180994.93591503467
940GZZLUMDN,-0.194839,51.402142,1926.0,POINT (-0.194839 51.402142),525663.3071435405,168558.23314850574
940GZZLUMED,-0.03364,51.525122,1902.0,POINT (-0.03364 51.525122),536508.1225987562,182521.97732585424
940GZZLUMGT,-0.088627,51.518338,1865.0,POINT (-0.088627 51.518338),532713.594772869,181666.46903358912
940GZZLUMHL,-0.209986,51.608229,1941.0,POINT (-0.209986 51.608229),524049.24402191484,191449.7325656755
940GZZLUMMT,-0.085969,51.5107,1884.0,POINT (-0.085969 51.5107),532920.2244375453,180821.93580853345
940GZZLUMPK,-0.432454,51.629845,1910.0,POINT (-0.432454 51.629845),508593.4964211292,193499.75265744096
940GZZLUMRH,-0.096118,51.570738,1932.0,POINT (-0.096118 51.570738),532042.2422351504,187479.91765054897
940GZZLUMSH,-0.094009,51.512117,1871.0,POINT (-0.094009 51.512117),532358.2330819756,180964.94574806263
940GZZLUMTC,-0.138789,51.534679,1907.0,POINT (-0.138789 51.534679),529187.2409950941,183393.9026707168
940GZZLUMVL,-0.185758,51.529777,1915.0,POINT (-0.185758 51.529777),525943.3237993838,182766.97952435852
940GZZLUMYB,-0.163013,51.521602,1907.0,POINT (-0.163013 51.521602),527543.7624621431,181897.2646058511
940GZZLUNAN,-0.259755,51.523524,1923.0,POINT (-0.259755 51.523524),520827.38391354703,181946.99294766528
940GZZLUNBP,0.090004,51.575726,1947.0,POINT (0.090004 51.575726),544924.1732801631,188386.9762374524
940GZZLUNDN,-0.249837,51.553986,1880.0,POINT (-0.249837 51.553986),521434.3124849663,185350.86145891564
940GZZLUNEN,-0.288868,51.517505,1903.0,POINT (-0.288868 51.517505),518823.44660500874,181230.05235881353
940GZZLUNFD,-0.314719,51.499319,1908.0,POINT (-0.314719 51.499319),517076.4784983583,179166.10270998214
940GZZLUNGW,0.004295,51.500474,1999.0,POINT (0.004295 51.500474),539214.6720340926,179852.5620689956
940GZZLUNHA,-0.362408,51.584872,1915.0,POINT (-0.362408 51.584872),513553.47789366794,188604.9247356637
940GZZLUNHG,-0.196104,51.509128,1868.0,POINT (-0.196104 51.509128),525282.3524538393,180453.02619411726
940GZZLUNHT,-0.368699,51.548236,1948.0,POINT (-0.368699 51.548236),513208.5467247213,184521.09433032136
940GZZLUNKP,-0.318056,51.578481,1923.0,POINT (-0.318056 51.578481),516642.4555149541,187963.9639847179
940GZZLUNOW,-0.423829,51.611053,1887.0,POINT (-0.423829 51.611053),509235.5286287114,191422.83732157655
940GZZLUNWH,-0.409464,51.600572,1933.0,POINT (-0.409464 51.600572),510255.5196918772,190278.83829620824
940GZZLUNWY,-0.303992,51.56258,1917.0,POINT (-0.303992 51.56258),517657.9290979896,186218.15744642494
940GZZLUOAK,-0.132182,51.647726,1933.0,POINT (-0.132182 51.647726),529324.221807725,195976.87783980364
940GZZLUODS,-0.088193,51.526065,1901.0,POINT (-0.08819299999999999 51.526065),532721.2426271201,182526.50889434014
940GZZLUOSY,-0.352224,51.481274,1883.0,POINT (-0.352224 51.481274),514518.494859645,177100.1880665415
940GZZLUOVL,-0.112439,51.48185,1890.0,POINT (-0.112439 51.48185),531166.2436594749,177566.08879488608
940GZZLUOXC,-0.141903,51.515224,1900.0,POINT (-0.141903 51.515224),529026.2394343547,181224.9937496388
940GZZLUPCC,-0.133798,51.51005,1906.0,POINT (-0.133798 51.51005),529603.2619681282,180663.94748068228
940GZZLUPCO,-0.133761,51.489097,1972.0,POINT (-0.133761 51.489097),529665.259328961,178334.0171435355
940GZZLUPKR,-0.284341,51.527123,1903.0,POINT (-0.284341 51.527123),519112.44514609245,182306.95889124344
940GZZLUPLW,0.017451,51.531341,1902.0,POINT (0.017451 51.531341),540033.0856624853,183310.014457886
940GZZLUPNR,-0.381161,51.592901,1885.0,POINT (-0.381161 51.592901),512234.52716851636,189468.83109887625
940GZZLUPRD,-0.295107,51.571972,1908.0,POINT (-0.295107 51.571972),518249.4090197725,187276.92208743683
940GZZLUPSG,-0.20117,51.475277,1880.0,POINT (-0.20117 51.475277),525023.3194329264,176680.0724982035
940GZZLUPVL,-0.323446,51.536717,1947.0,POINT (-0.323446 51.536717),516375.416716543,183311.02670751972
940GZZLUPYB,-0.208731,51.468262,1880.0,POINT (-0.208731 51.468262),524517.3349192078,175887.12872940383
940GZZLUQBY,-0.286219,51.594188,1934.0,POINT (-0.286219 51.594188),518807.37150479027,189761.88410364348
940GZZLUQPS,-0.204882,51.534443,1915.0,POINT (-0.204882 51.534443),524604.1306516121,183253.1362091176
940GZZLUQWY,-0.187152,51.510312,1900.0,POINT (-0.187152 51.510312),525900.2873165712,180600.0366044052
940GZZLURBG,0.04536,51.576243,1947.0,POINT (0.04536 51.576243),541829.2004339537,188356.9624393587
940GZZLURGP,-0.146444,51.523344,1906.0,POINT (-0.146444 51.523344),528688.2907248491,182119.95971141453
940GZZLURKW,-0.473273,51.640247,1887.0,POINT (-0.473273 51.640247),505744.19659686106,194596.81695915584
940GZZLURMD,-0.301448,51.463152,1877.0,POINT (-0.301448 51.463152),518090.86896207347,175165.5276163288
940GZZLURSG,-0.41071,51.560736,1948.0,POINT (-0.41071 51.560736),510265.5463613373,185847.03511477058
940GZZLURSM,-0.412973,51.573202,1912.0,POINT (-0.412973 51.573202),510078.5955087513,187229.91368309822
940GZZLURSP,-0.421898,51.571354,1904.0,POINT (-0.421898 51.571354),509464.5513525106,187011.02340425528
940GZZLURSQ,-0.124285,51.523073,1906.0,POINT (-0.124285 51.523073),530226.2345478733,182128.98905173765
940GZZLURVP,-0.235881,51.494122,1877.0,POINT (-0.235881 51.494122),522562.3767296757,178717.05226875207
940GZZLURVY,0.043647,51.617199,1948.0,POINT (0.043647 51.617199),541583.1788242061,192908.01683480118
940GZZLURYL,-0.371127,51.575147,1906.0,POINT (-0.371127 51.575147),512973.54671531694,187509.9724783284
940GZZLURYO,-0.188748,51.519113,1871.0,POINT (-0.188748 51.519113),525765.3049009058,181575.98264293146
940GZZLUSBC,-0.219213,51.504791,1900.0,POINT (-0.219213 51.504791),523690.50827366376,179931.47477298015
940GZZLUSBM,-0.226375,51.505579,1864.0,POINT (-0.226375 51.505579),523191.3501503106,180007.0370143262
940GZZLUSEA,-0.307424,51.501003,1883.0,POINT (-0.307424 51.501003),517578.48007168924,179365.04529229773
940GZZLUSFB,-0.245704,51.494917,1912.0,POINT (-0.245704 51.494917),521878.3923858841,178789.07946713595
940GZZLUSFS,-0.206602,51.445073,1889.0,POINT (-0.206602 51.445073),524728.3258319729,173312.11465927446
940GZZLUSGN,-0.046596,51.521858,1902.0,POINT (-0.046596 51.521858),535619.1086824604,182134.9519756926
940GZZLUSGP,-0.275859,51.544041,1900.0,POINT (-0.275859 51.544041),519656.4473242026,184202.12896108726
940GZZLUSGT,-0.127816,51.632315,1933.0,POINT (-0.127816 51.632315),529670.2001834407,194270.8310248141
940GZZLUSHH,-0.352492,51.564888,1903.0,POINT (-0.352492 51.564888),514290.5367237503,186398.05580805754
940GZZLUSJP,-0.133608,51.499544,1868.0,POINT (-0.133608 51.499544),529646.2524953864,179496.00500366965
940GZZLUSJW,-0.173948,51.534521,1939.0,POINT (-0.173948 51.534521),526749.298885623,183314.89742302737
940GZZLUSKS,-0.174138,51.494094,1868.0,POINT (-0.174138 51.494094),526848.3409676503,178819.01624483347
940GZZLUSKT,-0.308448,51.570229,1933.0,POINT (-0.308448 51.570229),517329.40977077535,187061.6207489958
940GZZLUSKW,-0.122644,51.472184,1890.0,POINT (-0.122644 51.472184),530485.2210693251,176472.99706291122
940GZZLUSNB,0.02144,51.580678,1947.0,POINT (0.02144 51.580678),540158.1583055784,188804.03119686362
940GZZLUSPU,-0.097567,51.514936,1900.0,POINT (-0.097567 51.514936),532103.202869629,181271.99499332032
940GZZLUSRP,-0.399076,51.556893,1904.0,POINT (-0.399076 51.556893),511081.32988691056,185437.2688089526
940GZZLUSSQ,-0.156377,51.49227,1868.0,POINT (-0.156377 51.49227),528086.3252940627,178647.08166658826
940GZZLUSTM,-0.303266,51.619839,1932.0,POINT (-0.303266 51.619839),517560.3989339111,192586.83856272796
940GZZLUSUH,-0.336435,51.556946,1903.0,POINT (-0.336435 51.556946),515423.50062944996,185540.02474104398
940GZZLUSUT,-0.315745,51.550815,1903.0,POINT (-0.315745 51.550815),516873.39806559397,184891.04264310998
940GZZLUSVS,-0.073306,51.582931,1968.0,POINT (-0.073306 51.582931),533587.3853636321,188877.26981501514
940GZZLUSWC,-0.174894,51.543681,1939.0,POINT (-0.174894 51.543681),526658.2654609727,184331.87191180815
940GZZLUSWF,0.027338,51.591907,1947.0,POINT (0.027338 51.591907),540532.1827760215,190064.05904521473
940GZZLUSWK,-0.105331,51.50427,1999.0,POINT (-0.105331 51.50427),531595.2358436303,180071.956308709
940GZZLUSWN,-0.192005,51.415309,1926.0,POINT (-0.192005 51.415309),525824.3062091774,170027.27639961493
940GZZLUTAW,-0.17921,51.630597,1940.0,POINT (-0.17921 51.630597),526118.2649497426,193989.8732024919
940GZZLUTBC,-0.159736,51.435678,1926.0,POINT (-0.159736 51.435678),528011.2170462698,172348.1166463775
940GZZLUTBY,-0.168374,51.42763,1926.0,POINT (-0.168374 51.42763),527433.2219210473,171438.1502909002
940GZZLUTCR,-0.13041,51.516426,1900.0,POINT (-0.13041 51.516426),529820.2342044186,181378.964471753
940GZZLUTFP,-0.138433,51.556822,1907.0,POINT (-0.138433 51.556822),529149.2458115958,185856.86524718907
940GZZLUTHB,0.103085,51.671759,1949.0,POINT (0.103085 51.671759),545523.1662428656,199091.7550770752
940GZZLUTMH,-0.06024,51.588315,1968.0,POINT (-0.06024 51.588315),534476.7161253644,189499.94955371192
940GZZLUTMP,-0.11426,51.511006,1870.0,POINT (-0.11426 51.511006),530956.2650302154,180805.0026875856
940GZZLUTNG,-0.254555,51.495148,1877.0,POINT (-0.254555 51.495148),521263.39587623335,178800.087599796
940GZZLUTPN,-0.102953,51.590272,1932.0,POINT (-0.102953 51.590272),531512.2539830402,189639.8546318999
940GZZLUTWH,-0.076546,51.509971,1882.0,POINT (-0.076546 51.509971),533576.2027203738,180758.02597232704
940GZZLUUPB,0.235809,51.55856,1934.0,POINT (0.235809 51.55856),555085.1047640804,186776.95334661013
940GZZLUUPK,0.035263,51.53534,1902.0,POINT (0.035263 51.53534),541256.1270965033,183788.96320756705
940GZZLUUPM,0.250855,51.558659,1902.0,POINT (0.250855 51.558659),556127.6270315446,186819.9442075098
940GZZLUUPY,0.10153,51.538372,1932.0,POINT (0.10153 51.538372),545842.1190593956,184256.06733925734
940GZZLUUXB,-0.477949,51.546565,1904.0,POINT (-0.477949 51.546565),505637.5436243579,184171.92540827574
940GZZLUVIC,-0.143826,51.495812,1868.0,POINT (-0.143826 51.495812),528947.5892942005,179062.97071246285
940GZZLUVXL,-0.123303,51.485739,1971.0,POINT (-0.123303 51.485739),530400.8448468214,177979.16168845928
940GZZLUWAF,-0.417377,51.657446,1925.0,POINT (-0.417377 51.657446),509570.4525763822,196591.61063173309
940GZZLUWBN,-0.195593,51.487168,1869.0,POINT (-0.195593 51.487168),525378.0329409948,178011.90705448342
940GZZLUWCY,-0.224297,51.511959,1947.0,POINT (-0.224297 51.511959),523318.3354076599,180720.00344096858
940GZZLUWFN,-0.188362,51.609426,1940.0,POINT (-0.188362 51.609426),525543.2388697076,191619.761480805
940GZZLUWHW,-0.3534,51.57971,1913.0,POINT (-0.3534 51.57971),514190.4676269905,188044.91580395552
940GZZLUWIG,-0.221537,51.549146,1879.0,POINT (-0.221537 51.549146),523409.2695713631,184859.94265972072
940GZZLUWIP,-0.199719,51.434573,1889.0,POINT (-0.199719 51.434573),525235.3036684763,172156.2380455695
940GZZLUWJN,-0.243006,51.532556,1915.0,POINT (-0.243006 51.532556),521965.13260701054,182979.1261161841
940GZZLUWKA,-0.183783,51.523263,1915.0,POINT (-0.183783 51.523263),526098.3002328636,182046.00758557435
940GZZLUWKN,-0.206636,51.490459,1874.0,POINT (-0.206636 51.490459),524602.4024114027,178359.03818564437
940GZZLUWLA,-0.22453,51.509669,2008.0,POINT (-0.22453 51.509669),523308.34950307367,180464.9580279648
940GZZLUWLO,-0.113356,51.504269,1906.0,POINT (-0.113356 51.504269),531038.3134243167,180057.46046046808
940GZZLUWOF,0.03397,51.606899,1856.0,POINT (0.03397 51.606899),540945.1554562288,191743.95744686067
940GZZLUWOG,-0.109886,51.597479,1932.0,POINT (-0.109886 51.597479),531011.2971841134,190428.85644799256
940GZZLUWOP,-0.18542,51.618014,1940.0,POINT (-0.18542 51.618014),525723.2416234595,192579.86361980066
940GZZLUWPL,-0.059858,51.519498,1884.0,POINT (-0.059858 51.519498),534706.070483645,181848.0292760337
940GZZLUWRP,-0.437816,51.569721,1948.0,POINT (-0.437816 51.569721),508365.3040636921,186805.72433599713
940GZZLUWRR,-0.138321,51.524951,1907.0,POINT (-0.138321 51.524951),529247.23488446,182312.96284950123
940GZZLUWSD,0.028527,51.575501,1947.0,POINT (0.028527 51.575501),540665.1309454564,188241.93682143767
940GZZLUWSM,-0.125984,51.501603,1868.0,POINT (-0.125984 51.501603),530169.5394683945,179738.4866316318
940GZZLUWSP,-0.201065,51.52111,1866.0,POINT (-0.201065 51.52111),524905.3270926201,181776.97715360252
940GZZLUWTA,-0.28098,51.518001,1923.0,POINT (-0.28098 51.518001),519369.42223048443,181298.02867826034
940GZZLUWWL,-0.019842,51.582948,1968.0,POINT (-0.019842 51.582948),537291.1699015379,188978.13356860034
940GZZLUWYC,-0.296642,51.55232,1917.0,POINT (-0.296642 51.55232),518193.90930449235,185089.05029968737
940GZZLUWYP,-0.279262,51.563198,1894.0,POINT (-0.279262 51.563198),519370.3686813544,186326.91503616876
KND,-0.211,51.295,1897.0,POINT (-0.211 51.295),524829.7411380962,156616.3259621405
TAD,-0.236,51.292,1900.0,POINT (-0.236 51.292),523094.8135379941,156240.6197734843
TAT,-0.2426,51.3092,1901.0,POINT (-0.2426 51.3092),522588.8446027059,158142.24431836797
King's Cross & St Pancras International,-0.123538,51.531683,1852.0,POINT (-0.123538 51.531683),530253.4896661785,183087.75596628647
Paddington,-0.17616,51.516981,1863.0,POINT (-0.17616 51.516981),526644.5316368476,181360.58895626583
Stratford,-0.00241,51.541508,1839.0,POINT (-0.00241 51.541508),538624.6851576614,184402.7683918663
West Ham,0.004997,51.528178,1901.0,POINT (0.004997 51.528178),539178.9331819392,182934.5189534552
West Hampstead,-0.191357,51.547533,1879.0,POINT (-0.191357 51.547533),525506.132990238,184731.875337134
Wimbledon,-0.206444,51.421505,1838.0,POINT (-0.206444 51.421505),524803.4368691749,170691.61193469854
